thickness,StressThickness,R,T,P,Melting_T
120.6876,-174.3632407,0.12,295,0.27,3695
138.17112,-204.2461435,0.12,295,0.27,3695
155.88648,-232.8497938,0.12,295,0.27,3695
176.16036,-262.6430706,0.12,295,0.27,3695
193.63368,-290.1572492,0.12,295,0.27,3695
211.10052,-317.2676488,0.12,295,0.27,3695
232.51728,-352.8936906,0.12,295,0.27,3695
263.24472,-398.5539011,0.12,295,0.27,3695
280.93404,-427.3121823,0.12,295,0.27,3695
